set_code,set_name,printed_set_abbrev,page_base,page_url,bulba_number,bulba_name,bulba_lane,bulba_notes,reason
cel25c,Celebrations: Classic Collection,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,88/92,Mew ex [EX Legend Maker],Classic Collection,Rare Classic},bulbapedia_row_missing_in_db
cel25c,Celebrations: Classic Collection,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,93/101,Gardevoir ex δ [EX Dragon Frontiers],Classic Collection,Rare Classic},bulbapedia_row_missing_in_db
cel25c,Celebrations: Classic Collection,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,17/17,Umbreon [POP Series 5],Classic Collection,Rare Classic},bulbapedia_row_missing_in_db
cel25c,Celebrations: Classic Collection,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,15/106,Claydol [Great Encounters],Classic Collection,Rare Classic},bulbapedia_row_missing_in_db
cel25c,Celebrations: Classic Collection,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,109/111,Luxray LV.X [Rising Rivals],Classic Collection,Rare Classic},bulbapedia_row_missing_in_db
cel25c,Celebrations: Classic Collection,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,145/147,Garchomp LV.X [Supreme Victors],Classic Collection,Rare Classic},bulbapedia_row_missing_in_db
cel25c,Celebrations: Classic Collection,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,107/123,Donphan [HeartGold & SoulSilver],Classic Collection,Rare Classic},bulbapedia_row_missing_in_db
cel25c,Celebrations: Classic Collection,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,113/114,Reshiram [Black & White],Classic Collection,Rare Classic},bulbapedia_row_missing_in_db
cel25c,Celebrations: Classic Collection,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,114/114,Zekrom [Black & White],Classic Collection,Rare Classic},bulbapedia_row_missing_in_db
cel25c,Celebrations: Classic Collection,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,54/99,Mewtwo EX [Next Destinies],Classic Collection,Rare Classic},bulbapedia_row_missing_in_db
cel25c,Celebrations: Classic Collection,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,97/146,Xerneas EX [XY],Classic Collection,Rare Classic},bulbapedia_row_missing_in_db
cel25c,Celebrations: Classic Collection,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,76/108,Rayquaza EX [Roaring Skies],Classic Collection,Rare Classic},bulbapedia_row_missing_in_db
cel25c,Celebrations: Classic Collection,CEL,Celebrations,https://bulbapedia.bulbagarden.net/wiki/Celebrations_%28TCG%29,60/145,Tapu Lele GX [Guardians Rising],Classic Collection,Rare Classic},bulbapedia_row_missing_in_db
col1,Call of Legends,CL,Call of Legends,https://bulbapedia.bulbagarden.net/wiki/Call_of_Legends_%28TCG%29,6/95,Groudon,Additional cards,Non Holo Retort Theme Deck exclusive},bulbapedia_row_missing_in_db
col1,Call of Legends,CL,Call of Legends,https://bulbapedia.bulbagarden.net/wiki/Call_of_Legends_%28TCG%29,8/95,Hitmontop,Additional cards,Non Holo Retort Theme Deck exclusive},bulbapedia_row_missing_in_db
col1,Call of Legends,CL,Call of Legends,https://bulbapedia.bulbagarden.net/wiki/Call_of_Legends_%28TCG%29,1/95,Clefable,Call of Legends,Rare Holo},bulbapedia_row_missing_in_db
col1,Call of Legends,CL,Call of Legends,https://bulbapedia.bulbagarden.net/wiki/Call_of_Legends_%28TCG%29,5/95,Forretress,Call of Legends,Rare Holo},bulbapedia_row_missing_in_db
col1,Call of Legends,CL,Call of Legends,https://bulbapedia.bulbagarden.net/wiki/Call_of_Legends_%28TCG%29,6/95,Groudon,Call of Legends,Rare Holo},bulbapedia_row_missing_in_db
col1,Call of Legends,CL,Call of Legends,https://bulbapedia.bulbagarden.net/wiki/Call_of_Legends_%28TCG%29,8/95,Hitmontop,Call of Legends,Rare Holo},bulbapedia_row_missing_in_db
col1,Call of Legends,CL,Call of Legends,https://bulbapedia.bulbagarden.net/wiki/Call_of_Legends_%28TCG%29,10/95,Houndoom,Call of Legends,Rare Holo},bulbapedia_row_missing_in_db
col1,Call of Legends,CL,Call of Legends,https://bulbapedia.bulbagarden.net/wiki/Call_of_Legends_%28TCG%29,SL3,Entei,Shiny Legendary cards,Rare Holo},bulbapedia_row_missing_in_db
col1,Call of Legends,CL,Call of Legends,https://bulbapedia.bulbagarden.net/wiki/Call_of_Legends_%28TCG%29,SL4,Groudon,Shiny Legendary cards,Rare Holo},bulbapedia_row_missing_in_db
col1,Call of Legends,CL,Call of Legends,https://bulbapedia.bulbagarden.net/wiki/Call_of_Legends_%28TCG%29,SL9,Raikou,Shiny Legendary cards,Rare Holo},bulbapedia_row_missing_in_db
col1,Call of Legends,CL,Call of Legends,https://bulbapedia.bulbagarden.net/wiki/Call_of_Legends_%28TCG%29,SL11,Suicune,Shiny Legendary cards,Rare Holo},bulbapedia_row_missing_in_db
det1,Detective Pikachu,DET,Detective Pikachu,https://bulbapedia.bulbagarden.net/wiki/Detective_Pikachu_%28TCG%29,007/024,Charizard GX,Great Detective Pikachu,RR},bulbapedia_row_missing_in_db
det1,Detective Pikachu,DET,Detective Pikachu,https://bulbapedia.bulbagarden.net/wiki/Detective_Pikachu_%28TCG%29,013/024,Greninja GX,Great Detective Pikachu,RR},bulbapedia_row_missing_in_db
det1,Detective Pikachu,DET,Detective Pikachu,https://bulbapedia.bulbagarden.net/wiki/Detective_Pikachu_%28TCG%29,017/024,Mewtwo GX,Great Detective Pikachu,RR},bulbapedia_row_missing_in_db
det1,Detective Pikachu,DET,Detective Pikachu,https://bulbapedia.bulbagarden.net/wiki/Detective_Pikachu_%28TCG%29,025/024,Lt. Yoshida,Great Detective Pikachu,SR},bulbapedia_row_missing_in_db
dp3,Secret Wonders,SW,Secret Wonders,https://bulbapedia.bulbagarden.net/wiki/Secret_Wonders_%28TCG%29,78/132,Burmy,Additional cards,Gold snowflake stamp Pokémon Countdown Calendar exclusive},bulbapedia_row_missing_in_db
dp3,Secret Wonders,SW,Secret Wonders,https://bulbapedia.bulbagarden.net/wiki/Secret_Wonders_%28TCG%29,106/132,Shellos,Additional cards,"""Origins Game Fair 2008"" stamp promo}",bulbapedia_row_missing_in_db
dp3,Secret Wonders,SW,Secret Wonders,https://bulbapedia.bulbagarden.net/wiki/Secret_Wonders_%28TCG%29,107/132,Shellos,Additional cards,"""Comic Con"" stamp San Diego Comic Con 2008 promo}",bulbapedia_row_missing_in_db
dp3,Secret Wonders,SW,Secret Wonders,https://bulbapedia.bulbagarden.net/wiki/Secret_Wonders_%28TCG%29,None,Palkia LV.X,Shining Darkness,Rare Holo LV.X},bulbapedia_row_missing_in_db
dp3,Secret Wonders,SW,Secret Wonders,https://bulbapedia.bulbagarden.net/wiki/Secret_Wonders_%28TCG%29,None,Darkrai,Shining Darkness,Rare Holo},bulbapedia_row_missing_in_db
dp3,Secret Wonders,SW,Secret Wonders,https://bulbapedia.bulbagarden.net/wiki/Secret_Wonders_%28TCG%29,None,Darkrai LV.X,Shining Darkness,Rare Holo LV.X},bulbapedia_row_missing_in_db
dp3,Secret Wonders,SW,Secret Wonders,https://bulbapedia.bulbagarden.net/wiki/Secret_Wonders_%28TCG%29,None,Dialga LV.X,Shining Darkness,Rare Holo LV.X},bulbapedia_row_missing_in_db
dp6,Legends Awakened,LA,Legends Awakened,https://bulbapedia.bulbagarden.net/wiki/Legends_Awakened_%28TCG%29,None,Porygon-Z LV.X,Temple of Anger,Rare Holo LV.X},bulbapedia_row_missing_in_db
dp7,Stormfront,SF,Stormfront,https://bulbapedia.bulbagarden.net/wiki/Stormfront_%28TCG%29,2/100,Empoleon,Stormfront,Rare Holo},bulbapedia_row_missing_in_db
dp7,Stormfront,SF,Stormfront,https://bulbapedia.bulbagarden.net/wiki/Stormfront_%28TCG%29,3/100,Infernape,Stormfront,Rare Holo},bulbapedia_row_missing_in_db
dp7,Stormfront,SF,Stormfront,https://bulbapedia.bulbagarden.net/wiki/Stormfront_%28TCG%29,011/092,Shaymin,Intense Fight in the Destroyed Sky,Rare Holo},bulbapedia_row_missing_in_db
dp7,Stormfront,SF,Stormfront,https://bulbapedia.bulbagarden.net/wiki/Stormfront_%28TCG%29,012/092,Shaymin LV.X,Intense Fight in the Destroyed Sky,Rare Holo LV.X},bulbapedia_row_missing_in_db
dp7,Stormfront,SF,Stormfront,https://bulbapedia.bulbagarden.net/wiki/Stormfront_%28TCG%29,048/092,Giratina,Intense Fight in the Destroyed Sky,Rare Holo},bulbapedia_row_missing_in_db
dp7,Stormfront,SF,Stormfront,https://bulbapedia.bulbagarden.net/wiki/Stormfront_%28TCG%29,060/092,Infernape,Intense Fight in the Destroyed Sky,Rare Holo},bulbapedia_row_missing_in_db
dp7,Stormfront,SF,Stormfront,https://bulbapedia.bulbagarden.net/wiki/Stormfront_%28TCG%29,070/092,Empoleon,Intense Fight in the Destroyed Sky,Rare Holo},bulbapedia_row_missing_in_db
dp7,Stormfront,SF,Stormfront,https://bulbapedia.bulbagarden.net/wiki/Stormfront_%28TCG%29,071/092,Dialga,Intense Fight in the Destroyed Sky,Rare Holo},bulbapedia_row_missing_in_db
ecard1,Expedition Base Set,EX,Expedition Base Set,https://bulbapedia.bulbagarden.net/wiki/Expedition_Base_Set_%28TCG%29,051/128,Energy Charge,Base Expansion Pack,Uncommon},bulbapedia_row_missing_in_db
ex12,Legend Maker,LM,EX Legend Maker,https://bulbapedia.bulbagarden.net/wiki/EX_Legend_Maker_%28TCG%29,067/086,Swablu,Mirage Forest,Common},bulbapedia_row_missing_in_db
ex12,Legend Maker,LM,EX Legend Maker,https://bulbapedia.bulbagarden.net/wiki/EX_Legend_Maker_%28TCG%29,068/086,Altaria ex,Mirage Forest,Rare Holo ex},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,001/080,Ekans,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,002/080,Arbok,Magma VS Aqua: Two Ambitions,Rare},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,003/080,Pineco,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,004/080,Treecko,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,005/080,Grovyle,Magma VS Aqua: Two Ambitions,Rare},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,007/080,Cacnea,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,008/080,Lileep,Magma VS Aqua: Two Ambitions,Rare},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,013/080,Growlithe,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,014/080,Arcanine,Magma VS Aqua: Two Ambitions,Rare Holo},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,015/080,Flareon,Magma VS Aqua: Two Ambitions,Rare Holo},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,016/080,Torchic,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,017/080,Combusken,Magma VS Aqua: Two Ambitions,Rare},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,022/080,Vaporeon,Magma VS Aqua: Two Ambitions,Rare Holo},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,023/080,Omanyte,Magma VS Aqua: Two Ambitions,Uncommon},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,024/080,Omastar,Magma VS Aqua: Two Ambitions,Rare Holo},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,025/080,Kabuto,Magma VS Aqua: Two Ambitions,Uncommon},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,026/080,Kabutops ex,Magma VS Aqua: Two Ambitions,Rare Holo ex},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,028/080,Mudkip,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,029/080,Marshtomp,Magma VS Aqua: Two Ambitions,Rare},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,030/080,Wingull,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,031/080,Pelipper,Magma VS Aqua: Two Ambitions,Rare},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,032/080,Wailmer,Magma VS Aqua: Two Ambitions,Uncommon},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,037/080,Jolteon,Magma VS Aqua: Two Ambitions,Rare Holo},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,040/080,Espeon,Magma VS Aqua: Two Ambitions,Rare Holo},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,041/080,Ralts,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,042/080,Kirlia,Magma VS Aqua: Two Ambitions,Rare},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,043/080,Duskull,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,046/080,Geodude,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,047/080,Graveler,Magma VS Aqua: Two Ambitions,Rare},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,048/080,Golem ex,Magma VS Aqua: Two Ambitions,Rare Holo ex},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,049/080,Onix,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,051/080,Anorith,Magma VS Aqua: Two Ambitions,Rare},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,054/080,Eevee,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,055/080,Aerodactyl ex,Magma VS Aqua: Two Ambitions,Rare Holo ex},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,056/080,Dunsparce,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,057/080,Linoone,Magma VS Aqua: Two Ambitions,Uncommon},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,058/080,Swellow,Magma VS Aqua: Two Ambitions,Rare},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,059/080,Skitty,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,060/080,Delcatty,Magma VS Aqua: Two Ambitions,Uncommon},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,062/080,Umbreon,Magma VS Aqua: Two Ambitions,Rare Holo},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,063/080,Murkrow,Magma VS Aqua: Two Ambitions,Rare},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,064/080,Forretress,Magma VS Aqua: Two Ambitions,Rare},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,065/080,Steelix,Magma VS Aqua: Two Ambitions,Rare Holo},bulbapedia_row_missing_in_db
ex4,Team Magma vs Team Aqua,MA,EX Team Magma vs Team Aqua,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Magma_vs_Team_Aqua_%28TCG%29,067/080,Mysterious Fossil,Magma VS Aqua: Two Ambitions,Common},bulbapedia_row_missing_in_db
ex5,Hidden Legends,HL,EX Hidden Legends,https://bulbapedia.bulbagarden.net/wiki/EX_Hidden_Legends_%28TCG%29,081/083,High Pressure System,Undone Seal,Uncommon},bulbapedia_row_missing_in_db
ex5,Hidden Legends,HL,EX Hidden Legends,https://bulbapedia.bulbagarden.net/wiki/EX_Hidden_Legends_%28TCG%29,082/083,Low Pressure System,Undone Seal,Uncommon},bulbapedia_row_missing_in_db
ex6,FireRed & LeafGreen,RG,EX FireRed & LeafGreen,https://bulbapedia.bulbagarden.net/wiki/EX_FireRed_%26_LeafGreen_%28TCG%29,078/082,Professor Oak's Research,Flight of Legends,Uncommon},bulbapedia_row_missing_in_db
ex7,Team Rocket Returns,TRR,EX Team Rocket Returns,https://bulbapedia.bulbagarden.net/wiki/EX_Team_Rocket_Returns_%28TCG%29,071/084,Rocket's Celebi,Rocket Gang Strikes Back,Rare Holo},bulbapedia_row_missing_in_db
g1,Generations,GEN,Generations,https://bulbapedia.bulbagarden.net/wiki/Generations_%28TCG%29,RC2/RC32,Shroomish,Radiant Collection,Common},bulbapedia_row_missing_in_db
g1,Generations,GEN,Generations,https://bulbapedia.bulbagarden.net/wiki/Generations_%28TCG%29,RC3/RC32,Charmander,Radiant Collection,Common},bulbapedia_row_missing_in_db
g1,Generations,GEN,Generations,https://bulbapedia.bulbagarden.net/wiki/Generations_%28TCG%29,RC5/RC32,Charizard,Radiant Collection,Uncommon},bulbapedia_row_missing_in_db
g1,Generations,GEN,Generations,https://bulbapedia.bulbagarden.net/wiki/Generations_%28TCG%29,RC7/RC32,Snorunt,Radiant Collection,Common},bulbapedia_row_missing_in_db
g1,Generations,GEN,Generations,https://bulbapedia.bulbagarden.net/wiki/Generations_%28TCG%29,RC8/RC32,Froslass,Radiant Collection,Uncommon},bulbapedia_row_missing_in_db
